2020-04-19 0:00,7259.36
2020-04-20 0:00,7130.04
2020-04-21 0:00,6840.24
2020-04-22 0:00,6852.52
2020-04-23 0:00,7130.99
2020-04-24 0:00,7477.6
2020-04-25 0:00,7507.08
2020-04-26 0:00,7549.52
2020-04-27 0:00,7699.27
2020-04-28 0:00,7790.66
2020-04-29 0:00,7765.33
2020-04-30 0:00,8777.63
2020-05-01 0:00,8628.77
2020-05-02 0:00,8824.66
2020-05-03 0:00,8973.82
2020-05-04 0:00,8903.95
2020-05-05 0:00,8885.93
2020-05-06 0:00,9030.96
2020-05-07 0:00,9170.79
2020-05-08 0:00,10002.48
2020-05-09 0:00,9821.8
2020-05-10 0:00,9527.39
2020-05-11 0:00,8754.46
2020-05-12 0:00,8617.25
2020-05-13 0:00,8814.53
2020-05-14 0:00,9305.93
2020-05-15 0:00,9790.31
2020-05-16 0:00,9303.59
2020-05-17 0:00,9385.7
2020-05-18 0:00,9669.4
2020-05-19 0:00,9719.37
2020-05-20 0:00,9785.74
2020-05-21 0:00,9510.67
2020-05-22 0:00,9057.57
2020-05-23 0:00,9167.26
2020-05-24 0:00,9178.32
2020-05-25 0:00,8730.73
2020-05-26 0:00,8899.66
2020-05-27 0:00,8842.85
2020-05-28 0:00,9197.54
2020-05-29 0:00,9569.21
2020-05-30 0:00,9425.98
2020-05-31 0:00,9698.1
2020-06-01 0:00,9450.84
2020-06-02 0:00,10204.23
2020-06-03 0:00,9525.57
2020-06-04 0:00,9658.04
2020-06-05 0:00,9794.56
2020-06-06 0:00,9623.75
2020-06-07 0:00,9670.43
2020-06-08 0:00,9753.85
2020-06-09 0:00,9782.59
2020-06-10 0:00,9775.15
2020-06-11 0:00,9892.13
2020-06-12 0:00,9286.42
2020-06-13 0:00,9459.97
2020-06-14 0:00,9473.5
2020-06-15 0:00,9330.07
2020-06-16 0:00,9426.7
2020-06-17 0:00,9526
2020-06-18 0:00,9454.81
2020-06-19 0:00,9380.03
2020-06-20 0:00,9300.15
2020-06-21 0:00,9357.43
2020-06-22 0:00,9284.78
2020-06-23 0:00,9691.9
2020-06-24 0:00,9621.49
2020-06-25 0:00,9276.58
2020-06-26 0:00,9240.85
